Record Date,Statement Fiscal Year,Restatement Flag,Agency Name,Gross Cost (in Billions),Earned Revenue (in Billions),Subtotal (in Billions),Change in Assumptions (in Billions),Net Cost (in Billions),Fiscal Year,Calendar Year
2015-09-30,2015,N,Department of Agriculture,147.7,9.1,138.6,null,138.6,2015,2015
2015-09-30,2015,N,Department of the Treasury,146,29.3,116.7,null,116.7,2015,2015
2015-09-30,2015,N,Office of Personnel Management,104.9,20.3,84.6,17.1,101.7,2015,2015
2015-09-30,2015,N,Department of Transportation,76.1,0.8,75.3,null,75.3,2015,2015
2015-09-30,2015,N,Department of Energy,76.5,4.6,71.9,null,71.9,2015,2015
2015-09-30,2015,N,Department of Homeland Security,60.2,12.1,48.1,4.1,52.2,2015,2015
2015-09-30,2015,N,Department of Labor,45.8,null,45.8,null,45.8,2015,2015
2015-09-30,2015,N,Department of Education,71.3,26.6,44.7,null,44.7,2015,2015
2015-09-30,2015,N,Defense Security Cooperation Agency,38.8,null,38.8,null,38.8,2015,2015
2015-09-30,2015,N,Department of Housing and Urban Development,32.7,1.5,31.2,null,31.2,2015,2015
2015-09-30,2015,N,Department of Justice,32.3,1.7,30.6,null,30.6,2015,2015
2015-09-30,2015,N,Department of State,30.2,4.3,25.9,0.1,26,2015,2015
2015-09-30,2015,N,National Aeronautics and Space Administration,19.8,0.2,19.6,null,19.6,2015,2015
2015-09-30,2015,N,Department of the Interior,19.2,2.7,16.5,null,16.5,2015,2015
2015-09-30,2015,N,Pension Benefit Guaranty Corporation,23.7,8,15.7,null,15.7,2015,2015
2015-09-30,2015,N,Railroad Retirement Board,16.3,3.4,12.9,null,12.9,2015,2015
2015-09-30,2015,N,U.S. Agency for International Development,12.7,0.1,12.6,null,12.6,2015,2015
2015-09-30,2015,N,Federal Communications Commission,9.6,0.3,9.3,null,9.3,2015,2015
2015-09-30,2015,N,Department of Commerce,12.3,3.2,9.1,null,9.1,2015,2015
2015-09-30,2015,N,Environmental Protection Agency,9.3,0.7,8.6,null,8.6,2015,2015
2015-09-30,2015,N,National Science Foundation,7,null,7,null,7,2015,2015
2015-09-30,2015,N,U.S. Postal Service,73.8,67.9,5.9,null,5.9,2015,2015
2015-09-30,2015,N,Millennium Challenge Corporation,0.8,null,0.8,null,0.8,2015,2015
2015-09-30,2015,N,Smithsonian Institution,0.8,null,0.8,null,0.8,2015,2015
2015-09-30,2015,N,U.S. Nuclear Regulatory Commission,1,0.8,0.2,null,0.2,2015,2015
2015-09-30,2015,N,Farm Credit System Insurance Corporation,null,0.2,-0.2,null,-0.2,2015,2015
2015-09-30,2015,N,Overseas Private Investment Corporation,-0.1,0.1,-0.2,null,-0.2,2015,2015
2015-09-30,2015,N,General Services Administration,0.3,0.6,-0.3,null,-0.3,2015,2015
2015-09-30,2015,N,National Credit Union Administration,null,0.3,-0.3,null,-0.3,2015,2015
2015-09-30,2015,N,Securities and Exchange Commission,1.5,2,-0.5,null,-0.5,2015,2015
2015-09-30,2015,N,Small Business Administration,-0.5,0.4,-0.9,null,-0.9,2015,2015
2015-09-30,2015,N,Tennessee Valley Authority,9.8,10.9,-1.1,null,-1.1,2015,2015
2015-09-30,2015,N,Export-Import Bank of the United States,-0.6,1.3,-1.9,null,-1.9,2015,2015
2015-09-30,2015,N,Federal Deposit Insurance Corporation,-6.5,8.6,-15.1,null,-15.1,2015,2015
2015-09-30,2015,N,All other entities,20.8,1.7,19.1,null,19.1,2015,2015
2015-09-30,2015,N,Total,4253.7,375.6,3878.1,-19.3,3858.8,2015,2015
2015-09-30,2014,Y,Department of Health and Human Services,1029.5,78.1,951.4,0.1,951.5,2015,2015
2015-09-30,2014,Y,Social Security Administration,906.8,0.4,906.4,null,906.4,2015,2015
2015-09-30,2014,Y,Department of Defense,716.9,61.5,655.4,6.9,662.3,2015,2015
2015-09-30,2014,Y,Interest on Treasury Securities Held by the Public,260,null,260,null,260,2015,2015
2015-09-30,2014,Y,Department of Veterans Affairs,207.4,4.3,203.1,-22.1,181,2015,2015
2015-09-30,2014,Y,Department of Agriculture,150.5,9.3,141.2,null,141.2,2015,2015
2015-09-30,2014,Y,Department of the Treasury,182.9,79.9,103,null,103,2015,2015
2015-09-30,2014,Y,Office of Personnel Management,85.3,19.5,65.8,21.3,87.1,2015,2015
2015-09-30,2014,Y,Department of Transportation,77.2,0.9,76.3,null,76.3,2015,2015
2015-09-30,2014,Y,Department of Energy,57,5,52,null,52,2015,2015
2015-09-30,2014,Y,Department of Homeland Security,58.1,10.3,47.8,-1.3,46.5,2015,2015
2015-09-30,2014,Y,Department of Labor,53.6,null,53.6,null,53.6,2015,2015
2015-09-30,2014,Y,Department of Education,80.9,24.8,56.1,null,56.1,2015,2015
2015-09-30,2014,Y,Defense Security Cooperation Agency,34.9,null,34.9,null,34.9,2015,2015
2015-09-30,2014,Y,Department of Housing and Urban Development,44.4,1.6,42.8,null,42.8,2015,2015
2015-09-30,2014,Y,Department of Justice,33,1.7,31.3,null,31.3,2015,2015
2015-09-30,2014,Y,Department of State,30.6,3.8,26.8,-1.4,25.4,2015,2015
2015-09-30,2014,Y,National Aeronautics and Space Administration,18.4,0.2,18.2,null,18.2,2015,2015
2015-09-30,2014,Y,Department of the Interior,18.7,2.4,16.3,null,16.3,2015,2015
2015-09-30,2014,Y,Pension Benefit Guaranty Corporation,38.5,11.2,27.3,null,27.3,2015,2015
2015-09-30,2014,Y,Railroad Retirement Board,13.9,5.6,8.3,null,8.3,2015,2015
2015-09-30,2014,Y,U.S. Agency for International Development,11.7,null,11.7,null,11.7,2015,2015
2015-09-30,2014,Y,Federal Communications Commission,9.3,0.4,8.9,null,8.9,2015,2015
2015-09-30,2014,Y,Department of Commerce,12,3.2,8.8,null,8.8,2015,2015
2015-09-30,2014,Y,Environmental Protection Agency,8.9,0.5,8.4,null,8.4,2015,2015
2015-09-30,2014,Y,National Science Foundation,7.2,null,7.2,null,7.2,2015,2015
2015-09-30,2014,Y,U.S. Postal Service,73.6,66.9,6.7,null,6.7,2015,2015
2015-09-30,2014,Y,Millennium Challenge Corporation,1,null,1,null,1,2015,2015
2015-09-30,2014,Y,Smithsonian Institution,0.7,null,0.7,null,0.7,2015,2015
2015-09-30,2014,Y,U.S. Nuclear Regulatory Commission,1,0.8,0.2,null,0.2,2015,2015
2015-09-30,2014,Y,Farm Credit System Insurance Corporation,null,0.2,-0.2,null,-0.2,2015,2015
2015-09-30,2014,Y,Overseas Private Investment Corporation,-0.3,0.1,-0.4,null,-0.4,2015,2015
2015-09-30,2014,Y,General Services Administration,0.7,0.6,0.1,null,0.1,2015,2015
2015-09-30,2014,Y,National Credit Union Administration,-1.2,0.1,-1.3,null,-1.3,2015,2015
2015-09-30,2014,Y,Securities and Exchange Commission,1.4,1.9,-0.5,null,-0.5,2015,2015
2015-09-30,2014,Y,Small Business Administration,-0.3,0.4,-0.7,null,-0.7,2015,2015
2015-09-30,2014,Y,Tennessee Valley Authority,10.5,11.1,-0.6,null,-0.6,2015,2015
2015-09-30,2014,Y,Export-Import Bank of the United States,1.1,1.1,null,null,null,2015,2015
2015-09-30,2014,Y,Federal Deposit Insurance Corporation,-4.4,8.8,-13.2,null,-13.2,2015,2015
2015-09-30,2014,Y,All other entities,20,1.3,18.7,null,18.7,2015,2015
2015-09-30,2014,Y,Total,4251.4,417.9,3833.5,3.5,3837,2015,2015
2014-09-30,2014,N,Department of Health and Human Services,1029.5,78.1,951.4,0.1,951.5,2014,2014
2014-09-30,2014,N,Social Security Administration,906.8,0.4,906.4,null,906.4,2014,2014
2014-09-30,2014,N,Department of Defense,716.9,61.5,655.4,6.9,662.3,2014,2014
2014-09-30,2014,N,Interest on Treasury Securities Held by the Public,260,null,260,null,260,2014,2014
2014-09-30,2014,N,Department of Veterans Affairs,207.4,4.3,203.1,-22.1,181,2014,2014
2014-09-30,2014,N,Department of Agriculture,150.5,9.3,141.2,null,141.2,2014,2014
2014-09-30,2014,N,Department of the Treasury,182.9,79.9,103,null,103,2014,2014
2014-09-30,2014,N,Office of Personnel Management,85.3,19.5,65.8,21.3,87.1,2014,2014
2014-09-30,2014,N,Department of Transportation,77.2,0.9,76.3,null,76.3,2014,2014
2014-09-30,2014,N,Department of Education,80.9,24.8,56.1,null,56.1,2014,2014
2014-09-30,2014,N,Department of Labor,53.6,null,53.6,null,53.6,2014,2014
2014-09-30,2014,N,Department of Energy,57,5,52,null,52,2014,2014
2014-09-30,2014,N,Department of Homeland Security,58.1,10.3,47.8,-1.3,46.5,2014,2014
2014-09-30,2014,N,Department of Housing and Urban Development,44.4,1.6,42.8,null,42.8,2014,2014
2014-09-30,2014,N,Department of Justice,33,1.7,31.3,null,31.3,2014,2014
2014-09-30,2014,N,Pension Benefit Guaranty Corporation,38.5,11.2,27.3,null,27.3,2014,2014
2014-09-30,2014,N,Department of State,30.6,3.8,26.8,-1.4,25.4,2014,2014
2014-09-30,2014,N,National Aeronautics and Space Administration,18.4,0.2,18.2,null,18.2,2014,2014
2014-09-30,2014,N,Department of the Interior,18.7,2.4,16.3,null,16.3,2014,2014
2014-09-30,2014,N,Agency for International Development,11.7,null,11.7,null,11.7,2014,2014
2014-09-30,2014,N,Federal Communications Commission,9.3,0.4,8.9,null,8.9,2014,2014
2014-09-30,2014,N,Department of Commerce,12,3.2,8.8,null,8.8,2014,2014
2014-09-30,2014,N,Environmental Protection Agency,8.9,0.5,8.4,null,8.4,2014,2014
2014-09-30,2014,N,Railroad Retirement Board,13.9,5.6,8.3,null,8.3,2014,2014
2014-09-30,2014,N,National Science Foundation,7.2,null,7.2,null,7.2,2014,2014
2014-09-30,2014,N,U.S. Postal Service,73.6,66.9,6.7,null,6.7,2014,2014
2014-09-30,2014,N,Millennium Challenge Corporation,1,null,1,null,1,2014,2014
2014-09-30,2014,N,Smithsonian Institution,0.7,null,0.7,null,0.7,2014,2014
2014-09-30,2014,N,U.S. Nuclear Regulatory Commission,1,0.8,0.2,null,0.2,2014,2014
2014-09-30,2014,N,General Services Administration,0.7,0.6,0.1,null,0.1,2014,2014
2014-09-30,2014,N,Export-Import Bank of the United States,1.1,1.1,null,null,null,2014,2014
2014-09-30,2014,N,Farm Credit System Insurance Corporation,null,0.2,-0.2,null,-0.2,2014,2014
2014-09-30,2014,N,Overseas Private Investment Corporation,-0.3,0.1,-0.4,null,-0.4,2014,2014
2014-09-30,2014,N,Securities and Exchange Commission,1.4,1.9,-0.5,null,-0.5,2014,2014
2014-09-30,2014,N,Tennessee Valley Authority,10.5,11.1,-0.6,null,-0.6,2014,2014
2014-09-30,2014,N,Small Business Administration,-0.3,0.4,-0.7,null,-0.7,2014,2014
2014-09-30,2014,N,National Credit Union Administration,-1.2,0.1,-1.3,null,-1.3,2014,2014
2014-09-30,2014,N,Federal Deposit Insurance Corporation,-4.4,8.8,-13.2,null,-13.2,2014,2014
2014-09-30,2014,N,All other entities,54.9,1.3,53.6,null,53.6,2014,2014
2014-09-30,2014,N,Total,4251.4,417.9,3833.5,3.5,3837,2014,2014
2014-09-30,2013,Y,Department of Health and Human Services,968.4,72.9,895.5,0.2,895.7,2014,2014
2014-09-30,2013,Y,Social Security Administration,867.4,0.4,867,null,867,2014,2014
2014-09-30,2013,Y,Department of Defense,685.1,44.9,640.2,-62.8,577.4,2014,2014
2014-09-30,2013,Y,Interest on Treasury Securities Held by the Public,247.6,null,247.6,null,247.6,2014,2014
2014-09-30,2013,Y,Department of Veterans Affairs,243.3,4.5,238.8,114.1,352.9,2014,2014
2014-09-30,2013,Y,Department of Agriculture,147.6,7.5,140.1,null,140.1,2014,2014
2014-09-30,2013,Y,Department of the Treasury,75.3,103.5,-28.2,null,-28.2,2014,2014
2014-09-30,2013,Y,Office of Personnel Management,67.3,19.2,48.1,81.9,130,2014,2014
2014-09-30,2013,Y,Department of Transportation,77.3,0.9,76.4,null,76.4,2014,2014
2014-09-30,2013,Y,Department of Education,32.9,23.2,9.7,null,9.7,2014,2014
2014-09-30,2013,Y,Department of Labor,80.1,null,80.1,null,80.1,2014,2014
2014-09-30,2013,Y,Department of Energy,38.5,4.3,34.2,null,34.2,2014,2014
2014-09-30,2013,Y,Department of Homeland Security,70.7,9.7,61,-2.4,58.6,2014,2014
2014-09-30,2013,Y,Department of Housing and Urban Development,42.6,1.5,41.1,null,41.1,2014,2014
2014-09-30,2013,Y,Department of Justice,31.8,1.3,30.5,null,30.5,2014,2014
2014-09-30,2013,Y,Pension Benefit Guaranty Corporation,9.1,9.4,-0.3,null,-0.3,2014,2014
2014-09-30,2013,Y,Department of State,29.4,4.2,25.2,0.4,25.6,2014,2014
2014-09-30,2013,Y,National Aeronautics and Space Administration,18.1,0.2,17.9,null,17.9,2014,2014
2014-09-30,2013,Y,Department of the Interior,16.9,2.7,14.2,null,14.2,2014,2014
2014-09-30,2013,Y,Agency for International Development,10.6,0.2,10.4,null,10.4,2014,2014
2014-09-30,2013,Y,Federal Communications Commission,9.9,0.4,9.5,null,9.5,2014,2014
2014-09-30,2013,Y,Department of Commerce,11.1,2.9,8.2,null,8.2,2014,2014
2014-09-30,2013,Y,Environmental Protection Agency,9.8,0.5,9.3,null,9.3,2014,2014
2014-09-30,2013,Y,Railroad Retirement Board,13.5,4.2,9.3,null,9.3,2014,2014
2014-09-30,2013,Y,National Science Foundation,7.1,null,7.1,null,7.1,2014,2014
2014-09-30,2013,Y,U.S. Postal Service,72.4,66.3,6.1,null,6.1,2014,2014
2014-09-30,2013,Y,Millennium Challenge Corporation,1.7,null,1.7,null,1.7,2014,2014
2014-09-30,2013,Y,Smithsonian Institution,0.8,null,0.8,null,0.8,2014,2014
2014-09-30,2013,Y,U.S. Nuclear Regulatory Commission,1,0.8,0.2,null,0.2,2014,2014
2014-09-30,2013,Y,General Services Administration,0.1,0.7,-0.6,null,-0.6,2014,2014
2014-09-30,2013,Y,Export-Import Bank of the United States,1.1,1,0.1,null,0.1,2014,2014
2014-09-30,2013,Y,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,2014,2014
2014-09-30,2013,Y,Overseas Private Investment Corporation,0.3,0.1,0.2,null,0.2,2014,2014
2014-09-30,2013,Y,Securities and Exchange Commission,1.3,1.8,-0.5,null,-0.5,2014,2014
2014-09-30,2013,Y,Tennessee Valley Authority,10.7,11,-0.3,-0.2,-0.5,2014,2014
2014-09-30,2013,Y,Small Business Administration,0.7,0.4,0.3,null,0.3,2014,2014
2014-09-30,2013,Y,National Credit Union Administration,-1.8,0.9,-2.7,null,-2.7,2014,2014
2014-09-30,2013,Y,Federal Deposit Insurance Corporation,-2.9,12.7,-15.6,null,-15.6,2014,2014
2014-09-30,2013,Y,All other entities,44.1,1.2,42.9,null,42.9,2014,2014
2014-09-30,2013,Y,Total,3940.9,415.5,3525.4,131.2,3656.6,2014,2014
2013-09-30,2013,N,Department of Health and Human Services,968.4,72.9,895.5,0.2,895.7,2013,2013
2013-09-30,2013,N,Social Security Administration,867.4,0.4,867,null,867,2013,2013
2013-09-30,2013,N,Department of Defense,685.1,44.9,640.2,-62.8,577.4,2013,2013
2013-09-30,2013,N,Department of Veterans Affairs,243.3,4.5,238.8,114.1,352.9,2013,2013
2013-09-30,2013,N,Interest on Treasury Securities Held by the Public,247.6,null,247.6,null,247.6,2013,2013
2013-09-30,2013,N,Department of Agriculture,147.6,7.5,140.1,null,140.1,2013,2013
2013-09-30,2013,N,Office of Personnel Management,67.3,19.2,48.1,81.9,130,2013,2013
2013-09-30,2013,N,Department of Labor,80.1,null,80.1,null,80.1,2013,2013
2013-09-30,2013,N,Department of Transportation,77.3,0.9,76.4,null,76.4,2013,2013
2013-09-30,2013,N,Department of Homeland Security,70.7,9.7,61,-2.4,58.6,2013,2013
2013-09-30,2013,N,Department of Housing and Urban Development,42.6,1.5,41.1,null,41.1,2013,2013
2013-09-30,2013,N,Department of Energy,38.5,4.3,34.2,null,34.2,2013,2013
2013-09-30,2013,N,Department of Justice,31.8,1.3,30.5,null,30.5,2013,2013
2013-09-30,2013,N,Department of State,29.4,4.2,25.2,0.4,25.6,2013,2013
2013-09-30,2013,N,National Aeronautics and Space Administration,18.1,0.2,17.9,null,17.9,2013,2013
2013-09-30,2013,N,Department of the Interior,16.9,2.7,14.2,null,14.2,2013,2013
2013-09-30,2013,N,Agency for International Development,10.6,0.2,10.4,null,10.4,2013,2013
2013-09-30,2013,N,Department of Education,32.9,23.2,9.7,null,9.7,2013,2013
2013-09-30,2013,N,Federal Communications Commission,9.9,0.4,9.5,null,9.5,2013,2013
2013-09-30,2013,N,Railroad Retirement Board,13.5,4.2,9.3,null,9.3,2013,2013
2013-09-30,2013,N,Environmental Protection Agency,9.8,0.5,9.3,null,9.3,2013,2013
2013-09-30,2013,N,Department of Commerce,11.1,2.9,8.2,null,8.2,2013,2013
2013-09-30,2013,N,National Science Foundation,7.1,null,7.1,null,7.1,2013,2013
2013-09-30,2013,N,U.S. Postal Service,72.4,66.3,6.1,null,6.1,2013,2013
2013-09-30,2013,N,Smithsonian Institution,0.8,null,0.8,null,0.8,2013,2013
2013-09-30,2013,N,Small Business Administration,0.7,0.4,0.3,null,0.3,2013,2013
2013-09-30,2013,N,U.S. Nuclear Regulatory Commission,1,0.8,0.2,null,0.2,2013,2013
2013-09-30,2013,N,Export-Import Bank of the United States,1.1,1,0.1,null,0.1,2013,2013
2013-09-30,2013,N,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,2013,2013
2013-09-30,2013,N,Pension Benefit Guaranty Corporation,9.1,9.4,-0.3,null,-0.3,2013,2013
2013-09-30,2013,N,Securities and Exchange Commission,1.3,1.8,-0.5,null,-0.5,2013,2013
2013-09-30,2013,N,Tennessee Valley Authority,10.7,11,-0.3,-0.2,-0.5,2013,2013
2013-09-30,2013,N,General Services Administration,0.1,0.7,-0.6,null,-0.6,2013,2013
2013-09-30,2013,N,National Credit Union Administration,-1.8,0.9,-2.7,null,-2.7,2013,2013
2013-09-30,2013,N,Federal Deposit Insurance Corporation,-2.9,12.7,-15.6,null,-15.6,2013,2013
2013-09-30,2013,N,Department of the Treasury,75.3,103.5,-28.2,null,-28.2,2013,2013
2013-09-30,2013,N,All other entities,46.1,1.3,44.8,null,44.8,2013,2013
2013-09-30,2013,N,Total,3940.9,415.5,3525.4,131.2,3656.6,2013,2013
2013-09-30,2012,Y,Department of Health and Human Services,922.4,67.8,854.6,0.3,854.9,2013,2013
2013-09-30,2012,Y,Social Security Administration,822.9,0.3,822.6,null,822.6,2013,2013
2013-09-30,2012,Y,Department of Defense,769.6,56,713.6,70.4,784,2013,2013
2013-09-30,2012,Y,Department of Veterans Affairs,209.9,4.1,205.8,149.3,355.1,2013,2013
2013-09-30,2012,Y,Interest on Treasury Securities Held by the Public,245.4,null,245.4,null,245.4,2013,2013
2013-09-30,2012,Y,Department of Agriculture,158.8,12,146.8,null,146.8,2013,2013
2013-09-30,2012,Y,Office of Personnel Management,82,19.1,62.9,98.9,161.8,2013,2013
2013-09-30,2012,Y,Department of Labor,102.6,null,102.6,null,102.6,2013,2013
2013-09-30,2012,Y,Department of Transportation,77.3,0.8,76.5,null,76.5,2013,2013
2013-09-30,2012,Y,Department of Homeland Security,58.9,9.9,49,0.4,49.4,2013,2013
2013-09-30,2012,Y,Department of Housing and Urban Development,74,1.5,72.5,null,72.5,2013,2013
2013-09-30,2012,Y,Department of Energy,60.2,4.3,55.9,null,55.9,2013,2013
2013-09-30,2012,Y,Department of Justice,38.8,1.3,37.5,null,37.5,2013,2013
2013-09-30,2012,Y,Department of State,29.5,3.5,26,0.8,26.8,2013,2013
2013-09-30,2012,Y,National Aeronautics and Space Administration,18.1,0.2,17.9,null,17.9,2013,2013
2013-09-30,2012,Y,Department of the Interior,21.7,2.7,19,null,19,2013,2013
2013-09-30,2012,Y,Agency for International Development,11.4,0.2,11.2,null,11.2,2013,2013
2013-09-30,2012,Y,Department of Education,62.6,20,42.6,null,42.6,2013,2013
2013-09-30,2012,Y,Federal Communications Commission,10,0.4,9.6,null,9.6,2013,2013
2013-09-30,2012,Y,Railroad Retirement Board,15.2,5.1,10.1,null,10.1,2013,2013
2013-09-30,2012,Y,Environmental Protection Agency,10.7,0.3,10.4,null,10.4,2013,2013
2013-09-30,2012,Y,Department of Commerce,12,2.6,9.4,null,9.4,2013,2013
2013-09-30,2012,Y,National Science Foundation,7.3,null,7.3,null,7.3,2013,2013
2013-09-30,2012,Y,U.S. Postal Service,81.5,64.2,17.3,null,17.3,2013,2013
2013-09-30,2012,Y,Smithsonian Institution,0.7,null,0.7,null,0.7,2013,2013
2013-09-30,2012,Y,Small Business Administration,1.5,0.4,1.1,null,1.1,2013,2013
2013-09-30,2012,Y,U.S. Nuclear Regulatory Commission,1,0.8,0.2,null,0.2,2013,2013
2013-09-30,2012,Y,Export-Import Bank of the United States,1.2,0.8,0.4,null,0.4,2013,2013
2013-09-30,2012,Y,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,2013,2013
2013-09-30,2012,Y,Pension Benefit Guaranty Corporation,20.2,10.4,9.8,null,9.8,2013,2013
2013-09-30,2012,Y,Securities and Exchange Commission,1.2,1.6,-0.4,null,-0.4,2013,2013
2013-09-30,2012,Y,Tennessee Valley Authority,11,11.3,-0.3,0.1,-0.2,2013,2013
2013-09-30,2012,Y,General Services Administration,0.1,0.5,-0.4,null,-0.4,2013,2013
2013-09-30,2012,Y,National Credit Union Administration,1.3,1,0.3,null,0.3,2013,2013
2013-09-30,2012,Y,Federal Deposit Insurance Corporation,2.4,19.3,-16.9,null,-16.9,2013,2013
2013-09-30,2012,Y,Department of the Treasury,-152.9,27.5,-180.4,null,-180.4,2013,2013
2013-09-30,2012,Y,All other entities,54.4,0.8,53.6,null,53.6,2013,2013
2013-09-30,2012,Y,Total,3844.9,350.8,3494.1,320.2,3814.3,2013,2013
2012-09-30,2012,N,Department of Health and Human Services,924,67.8,856.2,0.3,856.5,2012,2012
2012-09-30,2012,N,Social Security Administration,825.4,0.3,825.1,null,825.1,2012,2012
2012-09-30,2012,N,Department of Defense,784.7,56,728.7,70.4,799.1,2012,2012
2012-09-30,2012,N,Department of Veterans Affairs,213.6,4.1,209.5,149.3,358.8,2012,2012
2012-09-30,2012,N,Interest on Treasury Securities Held by the Public,245.4,null,245.4,null,245.4,2012,2012
2012-09-30,2012,N,Department of Agriculture,161,12,149,null,149,2012,2012
2012-09-30,2012,N,Office of Personnel Management,48.2,19.1,29.1,98.9,128,2012,2012
2012-09-30,2012,N,Department of Labor,107.3,null,107.3,null,107.3,2012,2012
2012-09-30,2012,N,Department of Transportation,79,0.8,78.2,null,78.2,2012,2012
2012-09-30,2012,N,Department of Housing and Urban Development,74.5,1.5,73,null,73,2012,2012
2012-09-30,2012,N,Department of Energy,60.8,4.3,56.5,null,56.5,2012,2012
2012-09-30,2012,N,Department of Homeland Security,58.2,9.9,48.3,0.4,48.7,2012,2012
2012-09-30,2012,N,Department of Education,62.7,20,42.7,null,42.7,2012,2012
2012-09-30,2012,N,Department of Justice,38.9,1.3,37.6,null,37.6,2012,2012
2012-09-30,2012,N,Department of State,29.8,3.5,26.3,0.8,27.1,2012,2012
2012-09-30,2012,N,Department of the Interior,23.3,2.7,20.6,null,20.6,2012,2012
2012-09-30,2012,N,National Aeronautics and Space Administration,19,0.2,18.8,null,18.8,2012,2012
2012-09-30,2012,N,Agency for International Development,11.4,0.2,11.2,null,11.2,2012,2012
2012-09-30,2012,N,Environmental Protection Agency,11.4,0.3,11.1,null,11.1,2012,2012
2012-09-30,2012,N,Railroad Retirement Board,15.3,5.1,10.2,null,10.2,2012,2012
2012-09-30,2012,N,Department of Commerce,12.8,2.6,10.2,null,10.2,2012,2012
2012-09-30,2012,N,Pension Benefit Guaranty Corporation,20.2,10.4,9.8,null,9.8,2012,2012
2012-09-30,2012,N,Federal Communications Commission,10.1,0.4,9.7,null,9.7,2012,2012
2012-09-30,2012,N,U.S. Postal Service,72.8,64.2,8.6,null,8.6,2012,2012
2012-09-30,2012,N,National Science Foundation,7.4,null,7.4,null,7.4,2012,2012
2012-09-30,2012,N,Small Business Administration,1.6,0.4,1.2,null,1.2,2012,2012
2012-09-30,2012,N,Smithsonian Institution,0.8,null,0.8,null,0.8,2012,2012
2012-09-30,2012,N,Export-Import Bank of the United States,1.2,0.8,0.4,null,0.4,2012,2012
2012-09-30,2012,N,U.S. Nuclear Regulatory Commission,1.1,0.8,0.3,null,0.3,2012,2012
2012-09-30,2012,N,National Credit Union Administration,1.3,1,0.3,null,0.3,2012,2012
2012-09-30,2012,N,General Services Administration,0.5,0.5,null,null,null,2012,2012
2012-09-30,2012,N,Farm Credit System Insurance Corporation,null,0.1,-0.1,null,-0.1,2012,2012
2012-09-30,2012,N,Tennessee Valley Authority,11,11.3,-0.3,0.1,-0.2,2012,2012
2012-09-30,2012,N,Securities and Exchange Commission,1.2,1.6,-0.4,null,-0.4,2012,2012
2012-09-30,2012,N,Federal Deposit Insurance Corporation,2.6,19.3,-16.7,null,-16.7,2012,2012
2012-09-30,2012,N,Department of the Treasury,-150,27.5,-177.5,null,-177.5,2012,2012
2012-09-30,2012,N,All other entities,56.4,0.8,55.6,null,55.6,2012,2012
2012-09-30,2012,N,Total,3844.9,350.8,3494.1,320.2,3814.3,2012,2012
2012-09-30,2011,Y,Department of Health and Human Services,943.3,66.4,876.9,0.1,877,2012,2012
2012-09-30,2011,Y,Social Security Administration,782.9,0.4,782.5,null,782.5,2012,2012
2012-09-30,2011,Y,Department of Defense,827,78,749,-32,717,2012,2012
2012-09-30,2011,Y,Department of Veterans Affairs,123.7,4.7,119,58.9,177.9,2012,2012
2012-09-30,2011,Y,Interest on Treasury Securities Held by the Public,250.9,null,250.9,null,250.9,2012,2012
2012-09-30,2011,Y,Department of Agriculture,153.8,9.4,144.4,null,144.4,2012,2012
2012-09-30,2011,Y,Office of Personnel Management,43.6,19.1,24.5,0.3,24.8,2012,2012
2012-09-30,2011,Y,Department of Labor,132.7,null,132.7,null,132.7,2012,2012
2012-09-30,2011,Y,Department of Transportation,77.7,0.7,77,null,77,2012,2012
2012-09-30,2011,Y,Department of Housing and Urban Development,60.7,1.2,59.5,null,59.5,2012,2012
2012-09-30,2011,Y,Department of Energy,52.5,7.9,44.6,null,44.6,2012,2012
2012-09-30,2011,Y,Department of Homeland Security,58.6,9.4,49.2,0.4,49.6,2012,2012
2012-09-30,2011,Y,Department of Education,69.7,15,54.7,null,54.7,2012,2012
2012-09-30,2011,Y,Department of Justice,31.1,1.3,29.8,null,29.8,2012,2012
2012-09-30,2011,Y,Department of State,26.9,3.4,23.5,0.4,23.9,2012,2012
2012-09-30,2011,Y,Department of the Interior,23.6,2.7,20.9,null,20.9,2012,2012
2012-09-30,2011,Y,National Aeronautics and Space Administration,18.7,0.1,18.6,null,18.6,2012,2012
2012-09-30,2011,Y,Agency for International Development,12.1,0.7,11.4,null,11.4,2012,2012
2012-09-30,2011,Y,Environmental Protection Agency,11.2,0.5,10.7,null,10.7,2012,2012
2012-09-30,2011,Y,Railroad Retirement Board,16.9,5.9,11,null,11,2012,2012
2012-09-30,2011,Y,Department of Commerce,11.2,2.5,8.7,null,8.7,2012,2012
2012-09-30,2011,Y,Pension Benefit Guaranty Corporation,12.8,7.4,5.4,null,5.4,2012,2012
2012-09-30,2011,Y,Federal Communications Commission,9.3,0.4,8.9,null,8.9,2012,2012
2012-09-30,2011,Y,U.S. Postal Service,61.7,64.6,-2.9,null,-2.9,2012,2012
2012-09-30,2011,Y,National Science Foundation,7.1,null,7.1,null,7.1,2012,2012
2012-09-30,2011,Y,Small Business Administration,3.6,0.4,3.2,null,3.2,2012,2012
2012-09-30,2011,Y,Smithsonian Institution,0.7,null,0.7,null,0.7,2012,2012
